"condition","score","score_result"
"Menstrual Disorders",0.0181818181818182,"positive"
"Panic Disorder",-0.0434782608695652,"negative"
"Nausea/Vomiting",0.032258064516129,"positive"
"Irritable Bowel Syndrome",-0.03125,"negative"
"Erectile Dysfunction",0.162790697674419,"positive"
"Neutropenia Associated With Chemotherapy",0.0666666666666667,"positive"
"Birth Control",0.215686274509804,"positive"
"Constipation",-0.0952380952380952,"negative"
"Human Papilloma Virus",-0.0869565217391304,"negative"
"Birth Control",0.0151515151515152,"positive"
"Allergic Rhinitis",0.0769230769230769,"positive"
"Weight Loss",-0.166666666666667,"negative"
"Generalized Anxiety Disorder",-0.0327868852459016,"negative"
"Mance Anxiety",-0.0666666666666667,"negative"
"Major Depressive Disorder",0.125,"positive"
"Pain",-0.0769230769230769,"negative"
"Bowel Preparation",0.0980392156862745,"positive"
"Trigeminal Neuralgia",0.0714285714285714,"positive"
"Insomnia",-0.0217391304347826,"negative"
"Chlamydia Infection",0.0344827586206897,"positive"
"Depression",0.0535714285714286,"positive"
"Bowel Preparation",-0.0169491525423729,"negative"
"Epilepsy",0.032258064516129,"positive"
"Gerd",-0.15625,"negative"
"Birth Control",0.177777777777778,"positive"
"Sjogren's Syndrome",-0.0327868852459016,"negative"
"Birth Control",0,"neutral"
"Bladder Infection",0.0666666666666667,"positive"
"Birth Control",0.0666666666666667,"positive"
"Vaginal Yeast Infection",0.0540540540540541,"positive"
"Underactive Thyroid",0.0208333333333333,"positive"
"Acne",0,"neutral"
"Multiple Sclerosis",0.0727272727272727,"positive"
"Osteoarthritis",-0.333333333333333,"negative"
"Birth Control",-0.171428571428571,"negative"
"Bowel Preparation",0.193548387096774,"positive"
"Anxiety",0,"neutral"
"Birth Control",0.0151515151515152,"positive"
"Bipolar Disorder",0.16,"positive"
"Urinary Incontinence",0.214285714285714,"positive"
"Bipolar Disorder",0.5,"positive"
"Abnormal Uterine Bleeding",-0.0985915492957746,"negative"
"Birth Control",-0.125,"negative"
"Obesity",-0.0298507462686567,"negative"
"Overactive Bladder",0.0909090909090909,"positive"
"Muscle Pain",0.0638297872340425,"positive"
"Obesity",0,"neutral"
"Acne",0.244444444444444,"positive"
"Birth Control",-0.2,"negative"
"Narcolepsy",-0.0169491525423729,"negative"
"High Blood Pressure",0,"neutral"
"Birth Control",-0.0983606557377049,"negative"
"Pain",0.0909090909090909,"positive"
"Bowel Preparation",0.222222222222222,"positive"
"Birth Control",0,"neutral"
"Gerd",0.15,"positive"
"Depression",-0.0158730158730159,"negative"
"Birth Control",0.108108108108108,"positive"
"Insomnia",-0.0769230769230769,"negative"
"Schizophrenia",0.0263157894736842,"positive"
"Hashimoto's Disease",-0.103448275862069,"negative"
"Smoking Cessation",0,"neutral"
"Insomnia",-0.0222222222222222,"negative"
"High Cholesterol",-0.102564102564103,"negative"
"Birth Control",-0.03125,"negative"
"Basal Cell Carcinoma",-0.0153846153846154,"negative"
"Hiv Infection",0.0294117647058824,"positive"
"Sinusitis",0.125,"positive"
"Diabetes, Type 2",0.0819672131147541,"positive"
"Sedation",-0.0666666666666667,"negative"
"Bowel Preparation",0,"neutral"
"Abnormal Uterine Bleeding",-0.0649350649350649,"negative"
"Birth Control",0.0185185185185185,"positive"
"Birth Control",0.0769230769230769,"positive"
"Pain",0.133333333333333,"positive"
"Migraine",0.04,"positive"
"Birth Control",-0.0576923076923077,"negative"
"Migraine Prevention",-0.0655737704918033,"negative"
"Acne",0.145833333333333,"positive"
"Gerd",-0.04,"negative"
"Constipation, Drug Induced",0.0769230769230769,"positive"
"Weight Loss",0.1,"positive"
"Major Depressive Disorder",0.125,"positive"
"Urinary Tract Stones",0.15,"positive"
"Depression",0,"neutral"
"Nausea/Vomiting",0.25,"positive"
"Fibromyalgia",0.0277777777777778,"positive"
"Birth Control",0.015625,"positive"
"Vaginal Yeast Infection",-0.0769230769230769,"negative"
"Obesity",0.153846153846154,"positive"
"Depression",0.24,"positive"
"Birth Control",0.142857142857143,"positive"
"Panic Disorder",0.0563380281690141,"positive"
"Birth Control",0.0882352941176471,"positive"
"Arrhythmia",0.137931034482759,"positive"
"Chronic Pain",-0.05,"negative"
"Acne",0.0735294117647059,"positive"
"Upper Respiratory Tract Infection",-0.111111111111111,"negative"
"Depression",0.125,"positive"
"Birth Control",0.142857142857143,"positive"
"Depression",0.125,"positive"
"Constipation, Chronic",0.116883116883117,"positive"
"Birth Control",0.222222222222222,"positive"
"Psoriatic Arthritis",0.12962962962963,"positive"
"Endometriosis",0.027027027027027,"positive"
"Diabetes, Type 2",0.0606060606060606,"positive"
"Prevention Of Thromboembolism In Atrial Fibrillation",0.0833333333333333,"positive"
"Acne",0.194029850746269,"positive"
"Ovarian Cysts",-0.105263157894737,"negative"
"Birth Control",-0.153846153846154,"negative"
"Bacterial Vaginitis",-0.0344827586206897,"negative"
"Birth Control",0.0757575757575758,"positive"
"Headache",0,"neutral"
"Hypogonadism, Male",0,"neutral"
"Constipation",0,"neutral"
"Birth Control",-0.103448275862069,"negative"
"Birth Control",-0.0185185185185185,"negative"
"Chronic Fatigue Syndrome",0.0740740740740741,"positive"
"Depression",0,"neutral"
"Birth Control",0.0217391304347826,"positive"
"Migraine",0.0454545454545455,"positive"
"Bipolar Disorder",0.0181818181818182,"positive"
"Hepatitis C",0.0634920634920635,"positive"
"Birth Control",0.0204081632653061,"positive"
"Not Listed Or Other",-0.0769230769230769,"negative"
"Birth Control",0.116279069767442,"positive"
"Head Lice",0.0666666666666667,"positive"
"High Blood Pressure",0.02,"positive"
"Osteoporosis",-0.0909090909090909,"negative"
"Breast Cancer",0.0169491525423729,"positive"
"Chronic Myelogenous Leukemia",0.037037037037037,"positive"
"Hyperhidrosis",0.0333333333333333,"positive"
"Depression",0.115384615384615,"positive"
"Anxiety",0.117647058823529,"positive"
"Acne",0,"neutral"
"Depression",0.19047619047619,"positive"
"Supraventricular Tachycardia",0.0666666666666667,"positive"
"Post Traumatic Stress Disorder",-0.0344827586206897,"negative"
"Bladder Infection",-0.416666666666667,"negative"
"Depression",0.0526315789473684,"positive"
"Depression",0.032258064516129,"positive"
"Irritable Bowel Syndrome",0.0377358490566038,"positive"
"Asthma, Acute",0,"neutral"
"Depression",0.133333333333333,"positive"
"Bowel Preparation",-0.210526315789474,"negative"
"Adhd",0.0238095238095238,"positive"
"Opiate Dependence",0.137931034482759,"positive"
"Depression",0.0363636363636364,"positive"
"High Blood Pressure",0.162162162162162,"positive"
"Pupillary Dilation",-0.0666666666666667,"negative"
"Adhd",0.037037037037037,"positive"
"Urinary Tract Infection",0.1,"positive"
"Birth Control",0.0172413793103448,"positive"
"Birth Control",0.0784313725490196,"positive"
"Vaginal Yeast Infection",0.158730158730159,"positive"
"NA",0.08,"positive"
"Birth Control",0.0217391304347826,"positive"
"Acne",0.173913043478261,"positive"
"Birth Control",-0.0487804878048781,"negative"
"Diarrhea",0,"neutral"
"Angina",-0.0277777777777778,"negative"
"Birth Control",0,"neutral"
"Birth Control",0.113207547169811,"positive"
"Birth Control",0.0357142857142857,"positive"
"Overactive Bladder",0.277777777777778,"positive"
"Sexual Dysfunction, Ssri Induced",0,"neutral"
"Birth Control",-0.153846153846154,"negative"
"Herpes Simplex, Suppression",-0.128571428571429,"negative"
"Birth Control",0.166666666666667,"positive"
"Birth Control",-0.375,"negative"
"Hemorrhoids",0.166666666666667,"positive"
"Depression",-0.028169014084507,"negative"
"Allergic Rhinitis",0.125,"positive"
"Pain",-0.333333333333333,"negative"
"Birth Control",-0.0909090909090909,"negative"
"High Cholesterol",-0.2,"negative"
"NA",0.0789473684210526,"positive"
"Major Depressive Disorder",-0.0851063829787234,"negative"
"Keratoconjunctivitis Sicca",0.0161290322580645,"positive"
"Depression",0,"neutral"
"Insomnia",0.0588235294117647,"positive"
"Hypogonadism, Male",0.136363636363636,"positive"
"Major Depressive Disorder",0.6,"positive"
"Benign Essential Tremor",0,"neutral"
"Birth Control",-0.149253731343284,"negative"
"NA",0.0338983050847458,"positive"
"Hyperhidrosis",0.102941176470588,"positive"
"Schizophrenia",0.0985915492957746,"positive"
"Obesity",0.0588235294117647,"positive"
"Urinary Tract Stones",-0.0740740740740741,"negative"
"Vaginal Yeast Infection",-0.111111111111111,"negative"
"Smoking Cessation",0.15625,"positive"
"High Blood Pressure",0.0731707317073171,"positive"
"Gastrointestinal Decontamination",0.193548387096774,"positive"
"Pneumonia",0.333333333333333,"positive"
"Allergic Rhinitis",-0.133333333333333,"negative"
"Acne",0.127659574468085,"positive"
"Narcolepsy",0,"neutral"
"Birth Control",-0.0416666666666667,"negative"
"Birth Control",-0.0833333333333333,"negative"
"Constipation",-0.185185185185185,"negative"
"Mycobacterium Avium-Intracellulare, Treatment",0,"neutral"
"Obesity",0.107692307692308,"positive"
"Hypothyroidism, After Thyroid Removal",-0.0204081632653061,"negative"
"Birth Control",0.114754098360656,"positive"
"NA",0.0444444444444444,"positive"
"Acne",0.0638297872340425,"positive"
"Birth Control",-0.0625,"negative"
"Nausea/Vomiting",-0.03125,"negative"
"Acne",-0.0363636363636364,"negative"
"Acne",-0.0476190476190476,"negative"
"Urinary Tract Infection",-0.0769230769230769,"negative"
"Urinary Tract Infection",0,"neutral"
"Asthma",0.0845070422535211,"positive"
"Insomnia",0.222222222222222,"positive"
"Birth Control",0.25,"positive"
"Insomnia",0,"neutral"
"Insomnia",0.25,"positive"
"Insomnia",0.161764705882353,"positive"
"Bowel Preparation",0.106060606060606,"positive"
"Birth Control",-0.142857142857143,"negative"
"Panic Disorder",-0.340425531914894,"negative"
"Depression",0.0363636363636364,"positive"
"Influenza",-0.0769230769230769,"negative"
"Osteoporosis",0.0588235294117647,"positive"
"Birth Control",-0.0666666666666667,"negative"
"Overactive Bladder",0.0645161290322581,"positive"
"Gerd",0.32,"positive"
"Migraine",0.1,"positive"
"Anxiety",-0.0357142857142857,"negative"
"Birth Control",-0.0952380952380952,"negative"
"Birth Control",0.25,"positive"
"Adhd",0.130434782608696,"positive"
"Birth Control",0.0188679245283019,"positive"
"Adhd",-0.0144927536231884,"negative"
"Polycystic Ovary Syndrome",-0.0192307692307692,"negative"
"Anxiety",0.153846153846154,"positive"
"Acne",0.102941176470588,"positive"
"Adhd",0.0833333333333333,"positive"
"Migraine Prevention",-0.159420289855072,"negative"
"Birth Control",0.1,"positive"
"Bipolar Disorder",0.166666666666667,"positive"
"Birth Control",0.0967741935483871,"positive"
"Anxiety",-0.260869565217391,"negative"
"Depression",0,"neutral"
"Stomach Ulcer",0.166666666666667,"positive"
"Dry Eye Disease",0.0285714285714286,"positive"
"Birth Control",0.0425531914893617,"positive"
"Pain",-0.0505050505050505,"negative"
"Adhd",0.0588235294117647,"positive"
"Hypogonadism, Male",0.0375,"positive"
"Depression",0.0909090909090909,"positive"
"Allergic Rhinitis",0.0526315789473684,"positive"
"Extrapyramidal Reaction",0,"neutral"
"Rheumatoid Arthritis",-0.1,"negative"
"Birth Control",0.111111111111111,"positive"
"Birth Control",0.04,"positive"
"Acne",0.145833333333333,"positive"
"Rheumatoid Arthritis",-0.122448979591837,"negative"
"Vaginal Yeast Infection",0.133333333333333,"positive"
"Anxiety",-0.0754716981132075,"negative"
"High Cholesterol",-0.2,"negative"
"Bipolar Disorder",0.416666666666667,"positive"
"Bowel Preparation",0.15,"positive"
"Osteoarthritis",0,"neutral"
"Herpes Simplex, Suppression",0.0526315789473684,"positive"
"Alcohol Dependence",0.0256410256410256,"positive"
"Birth Control",-0.185185185185185,"negative"
"Pain",-0.153846153846154,"negative"
"Migraine",-0.0384615384615385,"negative"
"Ischemic Stroke, Prophylaxis",-0.05,"negative"
"Pain",0.125,"positive"
"Acne",0.0149253731343284,"positive"
"Bipolar Disorder",-0.25,"negative"
"Generalized Anxiety Disorder",0.0294117647058824,"positive"
"Hepatitis C",0.111111111111111,"positive"
"Parkinson's Disease",0.0294117647058824,"positive"
"Asthma, Acute",0.0138888888888889,"positive"
"Constipation",-0.1,"negative"
"Birth Control",0,"neutral"
"Birth Control",0,"neutral"
"Gout, Acute",0.103448275862069,"positive"
"Obesity",0,"neutral"
"Acne",-0.0769230769230769,"negative"
"Pain",0,"neutral"
"Restless Legs Syndrome",-0.166666666666667,"negative"
"Acne",0.0701754385964912,"positive"
"Urinary Incontinence",-0.0769230769230769,"negative"
"Dermatitis",-0.032258064516129,"negative"
"Copd, Maintenance",-0.166666666666667,"negative"
"Birth Control",0,"neutral"
"Motion Sickness",-0.0714285714285714,"negative"
"Birth Control",-0.0434782608695652,"negative"
"Pain",0.0714285714285714,"positive"
"Constipation, Chronic",-0.0909090909090909,"negative"
"Plaque Psoriasis",0.0188679245283019,"positive"
"Migraine Prevention",0.112903225806452,"positive"
"Birth Control",0.0357142857142857,"positive"
"Acute Coronary Syndrome",0.181818181818182,"positive"
"Birth Control",-0.363636363636364,"negative"
"Birth Control",0.0208333333333333,"positive"
"Birth Control",0,"neutral"
"Diabetes, Type 2",0.0735294117647059,"positive"
"Herpes Simplex",-0.0476190476190476,"negative"
"Depression",0.1,"positive"
"Epilepsy",0.0277777777777778,"positive"
"Acne",0.0735294117647059,"positive"
"Hiv Infection",0.133333333333333,"positive"
"Bacterial Infection",-0.0784313725490196,"negative"
"Seizures",0.037037037037037,"positive"
"Breast Cancer, Adjuvant",0,"neutral"
"Birth Control",-0.0571428571428571,"negative"
"Vaginal Yeast Infection",0,"neutral"
"Obesity",-0.0714285714285714,"negative"
"Smoking Cessation",0.03125,"positive"
"Acne",0.0441176470588235,"positive"
"Birth Control",0.192307692307692,"positive"
"High Blood Pressure",-0.0851063829787234,"negative"
"Constipation, Chronic",-0.0895522388059701,"negative"
"Emergency Contraception",-0.107692307692308,"negative"
"Birth Control",-0.0333333333333333,"negative"
"Hyperhidrosis",-0.0512820512820513,"negative"
"Birth Control",0,"neutral"
"Burns, External",0,"neutral"
"Pain",0.115384615384615,"positive"
"Restless Legs Syndrome",0.0517241379310345,"positive"
"Irritable Bowel Syndrome",0.1,"positive"
"Diabetes, Type 2",0,"neutral"
"Hemorrhoids",0,"neutral"
"Smoking Cessation",0.666666666666667,"positive"
"Pain",-0.04,"negative"
"NA",0,"neutral"
"Major Depressive Disorder",-0.186440677966102,"negative"
"Back Pain",0,"neutral"
"Obesity",0.107142857142857,"positive"
"Erosive Esophagitis",0,"neutral"
"Trigeminal Neuralgia",0.193548387096774,"positive"
"Birth Control",0.153846153846154,"positive"
"Insomnia",0.015625,"positive"
"Rheumatoid Arthritis",-0.0344827586206897,"negative"
"High Blood Pressure",1,"positive"
"Birth Control",-0.0638297872340425,"negative"
"Birth Control",-0.133333333333333,"negative"
"Birth Control",-0.0681818181818182,"negative"
"Birth Control",-0.0172413793103448,"negative"
"Bipolar Disorder",0.0731707317073171,"positive"
"Psoriasis",0.134615384615385,"positive"
"NA",0.0645161290322581,"positive"
"Birth Control",0.0769230769230769,"positive"
"Acne",0.0384615384615385,"positive"
"Birth Control",0.0357142857142857,"positive"
"Underactive Thyroid",0.0933333333333333,"positive"
"High Blood Pressure",0.0645161290322581,"positive"
"Helicobacter Pylori Infection",0.174603174603175,"positive"
"High Blood Pressure",0,"neutral"
"Constipation",0.161290322580645,"positive"
"Insomnia",0.025,"positive"
"Acne",0.0461538461538462,"positive"
"Obesity",0.0298507462686567,"positive"
"Birth Control",0,"neutral"
"Anxiety",0.0833333333333333,"positive"
"Smoking Cessation",0.1,"positive"
"Hypothyroidism, After Thyroid Removal",-0.0882352941176471,"negative"
"Herpes Simplex",-0.0363636363636364,"negative"
"Birth Control",0.0238095238095238,"positive"
"High Blood Pressure",0.1,"positive"
"Pain",-0.0933333333333333,"negative"
"Anxiety",0,"neutral"
"Pain",0,"neutral"
"Pain",-0.0161290322580645,"negative"
"Gout",-0.0697674418604651,"negative"
"Depression",-0.0138888888888889,"negative"
"Edema",0.172413793103448,"positive"
"Bipolar Disorder",0.0571428571428571,"positive"
"Not Listed Or Other",0.230769230769231,"positive"
"Weight Loss",0.04,"positive"
"Depression",0.0833333333333333,"positive"
"Helicobacter Pylori Infection",-0.228571428571429,"negative"
"Anxiety",-0.0943396226415094,"negative"
"Chronic Pain",-0.0158730158730159,"negative"
"Bipolar Disorder",0.133333333333333,"positive"
"Generalized Anxiety Disorder",-0.0298507462686567,"negative"
"Bipolar Disorder",0.0652173913043478,"positive"
"Weight Loss",0.0597014925373134,"positive"
"Birth Control",0.111111111111111,"positive"
"Multiple Sclerosis",0,"neutral"
"Diabetes, Type 2",0.285714285714286,"positive"
"Nausea/Vomiting",-0.0377358490566038,"negative"
"Birth Control",-0.0307692307692308,"negative"
"Depression",0.0392156862745098,"positive"
"Birth Control",-0.0178571428571429,"negative"
"Depression",0.272727272727273,"positive"
"Migraine",0.5,"positive"
"Prevention Of Thromboembolism In Atrial Fibrillation",-0.0909090909090909,"negative"
"Gout",0.0416666666666667,"positive"
"Birth Control",0,"neutral"
"Birth Control",-0.0930232558139535,"negative"
"Migraine Prevention",0.1875,"positive"
"Abnormal Uterine Bleeding",-0.0588235294117647,"negative"
"Human Papillomavirus Prophylaxis",0,"neutral"
"Overactive Bladder",0.210526315789474,"positive"
"Bowel Preparation",0,"neutral"
"Diarrhea",0.133333333333333,"positive"
"Urinary Tract Infection",0.0344827586206897,"positive"
